sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_soft_1mm_r1,1,2026-09-07T20:01:47.378088,0001.png,N0.10,0.04337,0.01932,-0.08263,-0.000957,-0.000741,0.000659,0.02849,0.03708,-0.08304,0.0953,37.9228,362.799,37.9672,-0.0,0.0762,-8.972,11.581,0.4983,2.295
9DTact_soft_1mm_r1,2,2026-09-07T20:01:48.803698,0002.png,N0.20,0.04646,0.03128,-0.13871,-0.001031,-0.000648,0.000502,0.02557,0.04808,-0.13933,0.14959,37.918,362.8151,37.8874,0.0795,0.1557,-4.67,7.43,0.3744,2.295
9DTact_soft_1mm_r1,3,2026-09-07T20:01:50.255353,0003.png,N0.30,0.04692,0.02623,-0.25446,-0.001043,-0.000802,0.000541,0.0293,0.04208,-0.25497,0.26007,37.9191,362.8076,37.7976,0.1693,0.2455,-3.154,4.099,0.2067,2.295
9DTact_soft_1mm_r1,4,2026-09-07T20:01:51.298689,0004.png,N0.40,0.04373,0.03174,-0.32917,-0.000983,-0.000614,0.000541,0.02431,0.04406,-0.32976,0.33357,37.9206,362.8038,37.7427,0.2243,0.3005,-1.866,2.985,0.162,2.295
9DTact_soft_1mm_r1,5,2026-09-07T20:01:53.160432,0005.png,N0.50,0.04546,0.03006,-0.50434,-0.000942,-0.000872,0.000559,0.02786,0.04067,-0.50488,0.50728,37.9196,362.8047,37.6375,0.3295,0.4057,-1.729,1.868,0.1074,2.295
9DTact_soft_1mm_r1,6,2026-09-07T20:01:54.188034,0006.png,N0.60,0.04393,0.02996,-0.55128,-0.001033,-0.000927,0.000536,0.02691,0.03907,-0.5518,0.55384,37.919,362.8037,37.6101,0.3569,0.4331,-1.682,1.874,0.096,2.295
9DTact_soft_1mm_r1,7,2026-09-07T20:01:55.204087,0007.png,N0.70,0.04052,0.02837,-0.61955,-0.000887,-0.000882,0.000669,0.02522,0.03489,-0.62003,0.62152,37.918,362.8016,37.5804,0.3866,0.4629,-1.424,1.432,0.0796,2.295
9DTact_soft_1mm_r1,8,2026-09-07T20:01:56.264929,0008.png,N0.80,0.04262,0.03068,-0.71991,-0.000896,-0.000867,0.00067,0.02658,0.03634,-0.72042,0.72182,37.9176,362.802,37.5311,0.4359,0.5121,-1.204,1.244,0.0728,2.295
9DTact_soft_1mm_r1,9,2026-09-07T20:01:57.685870,0009.png,N0.90,0.04012,0.0456,-0.84626,-0.001009,-0.001064,0.000498,0.01784,0.04599,-0.847,0.84843,37.9099,362.8089,37.4653,0.5015,0.5777,-1.257,1.192,0.0716,2.295
9DTact_soft_1mm_r1,10,2026-09-07T20:01:58.727247,0010.png,N1.00,0.04104,0.04211,-0.96725,-0.000971,-0.001093,0.000614,0.02121,0.04148,-0.96792,0.96904,37.9121,362.8021,37.4092,0.5578,0.634,-1.13,1.004,0.0607,2.295
9DTact_soft_1mm_r1,11,2026-09-07T20:01:59.744561,0011.png,N1.10,0.04293,0.04332,-1.03937,-0.00097,-0.001057,0.000555,0.02275,0.04232,-1.04005,1.04116,37.9122,362.8062,37.3861,0.5807,0.6569,-1.017,0.933,0.0586,2.295
9DTact_soft_1mm_r1,12,2026-09-07T20:02:01.220248,0012.png,N1.20,0.04495,0.03994,-1.20287,-0.000878,-0.001232,0.000577,0.02732,0.03779,-1.20347,1.20437,37.9148,362.7976,37.316,0.651,0.7272,-1.025,0.73,0.0499,2.295
9DTact_soft_1mm_r1,13,2026-09-07T20:02:02.229551,0013.png,N1.30,0.04716,0.04921,-1.29524,-0.000972,-0.001096,0.000678,0.02524,0.04544,-1.29599,1.29703,37.9145,362.8098,37.2889,0.6779,0.7541,-0.846,0.751,0.0525,2.295
9DTact_soft_1mm_r1,14,2026-09-07T20:02:03.262351,0014.png,N1.40,0.04725,0.04757,-1.37532,-0.000906,-0.00116,0.000497,0.02669,0.04277,-1.37603,1.37695,37.9165,362.8018,37.2531,0.7138,0.79,-0.843,0.659,0.0487,2.295
9DTact_soft_1mm_r1,15,2026-09-07T20:02:04.285638,0015.png,N1.50,0.04687,0.04733,-1.45281,-0.000757,-0.001206,0.000398,0.02702,0.04114,-1.4535,1.45434,37.9183,362.7993,37.2153,0.7517,0.8279,-0.83,0.521,0.0458,2.295
9DTact_soft_1mm_r1,16,2026-09-07T20:02:05.327500,0016.png,N1.60,0.04869,0.05111,-1.54491,-0.000898,-0.001162,0.000523,0.02735,0.04384,-1.54565,1.54652,37.9188,362.8023,37.1915,0.7754,0.8516,-0.752,0.581,0.0456,2.295
9DTact_soft_1mm_r1,17,2026-09-07T20:02:06.785640,0017.png,N1.70,0.04884,0.04645,-1.71175,-0.00071,-0.001294,0.000412,0.03097,0.03721,-1.71239,1.71307,37.9221,362.7927,37.1302,0.8369,0.9131,-0.756,0.415,0.0393,2.295
9DTact_soft_1mm_r1,18,2026-09-07T20:02:07.808553,0018.png,N1.80,0.04704,0.04994,-1.8591,-0.00071,-0.001316,0.000714,0.02869,0.03697,-1.85977,1.86036,37.9213,362.7973,37.0908,0.8762,0.9524,-0.708,0.382,0.0369,2.295
9DTact_soft_1mm_r1,19,2026-09-07T20:02:19.783913,0019.png,N0.10,0.03858,0.02192,-0.04804,-0.001218,-0.000351,0.000345,0.0228,0.03749,-0.04849,0.0654,37.9136,362.8168,37.9661,0.0007,0.0769,-7.309,25.357,0.6785,2.295
9DTact_soft_1mm_r1,20,2026-09-07T20:02:20.802172,0020.png,N0.20,0.0405,0.0202,-0.09138,-0.001128,-0.000398,0.000322,0.02563,0.03627,-0.0918,0.10197,37.9188,362.8103,37.9164,0.0505,0.1267,-4.356,12.349,0.4438,2.295
9DTact_soft_1mm_r1,21,2026-09-07T20:02:22.678875,0021.png,N0.30,0.03973,0.02418,-0.24116,-0.00112,-0.000354,0.000573,0.02401,0.03693,-0.24162,0.2456,37.9184,362.8111,37.8082,0.1587,0.2349,-1.469,4.643,0.1894,2.295
9DTact_soft_1mm_r1,22,2026-09-07T20:02:23.717465,0022.png,N0.40,0.0407,0.02212,-0.29008,-0.001021,-0.000307,0.0005,0.02622,0.03485,-0.2905,0.29375,37.9201,362.8071,37.7728,0.1941,0.2703,-1.059,3.52,0.1577,2.295
9DTact_soft_1mm_r1,23,2026-09-07T20:02:25.163898,0023.png,N0.50,0.03932,0.02539,-0.46843,-0.000985,-0.000393,0.000562,0.02462,0.03413,-0.46888,0.47076,37.9197,362.8081,37.6625,0.3044,0.3806,-0.838,2.102,0.0994,2.295
9DTact_soft_1mm_r1,24,2026-09-07T20:02:26.164896,0024.png,N0.60,0.03799,0.02601,-0.54025,-0.000965,-0.000514,0.0005,0.02366,0.03285,-0.5407,0.54221,37.9176,362.8026,37.6189,0.3481,0.4243,-0.951,1.786,0.0849,2.295
9DTact_soft_1mm_r1,25,2026-09-07T20:02:27.216410,0025.png,N0.70,0.03964,0.0291,-0.64331,-0.000987,-0.000566,0.000543,0.02426,0.0347,-0.64379,0.64519,37.9156,362.8075,37.5649,0.402,0.4782,-0.879,1.535,0.0762,2.295
9DTact_soft_1mm_r1,26,2026-09-07T20:02:28.226085,0026.png,N0.80,0.04009,0.03221,-0.72865,-0.001015,-0.000595,0.000676,0.02368,0.03626,-0.72918,0.73047,37.9165,362.8054,37.5299,0.4371,0.5133,-0.817,1.393,0.0704,2.295
9DTact_soft_1mm_r1,27,2026-09-07T20:02:29.277077,0027.png,N0.90,0.03312,0.02708,-0.81839,-0.000768,-0.000718,0.000424,0.02083,0.02689,-0.8188,0.81951,37.9168,362.7963,37.4737,0.4934,0.5696,-0.877,0.938,0.0522,2.295
9DTact_soft_1mm_r1,28,2026-09-07T20:02:30.703281,0028.png,N1.00,0.0379,0.04033,-0.9894,-0.001005,-0.000685,0.000647,0.01954,0.03802,-0.99002,0.99094,37.9142,362.8062,37.4112,0.5557,0.6319,-0.692,1.016,0.0558,2.295
9DTact_soft_1mm_r1,29,2026-09-07T20:02:31.756796,0029.png,N1.10,0.03532,0.0298,-1.04989,-0.000696,-0.000832,0.000608,0.02298,0.02663,-1.05032,1.0509,37.9179,362.7961,37.3835,0.5836,0.6598,-0.793,0.663,0.044,2.295
9DTact_soft_1mm_r1,30,2026-09-07T20:02:32.805491,0030.png,N1.20,0.03781,0.03202,-1.15089,-0.000757,-0.000791,0.000834,0.02473,0.02819,-1.15134,1.15196,37.9174,362.8001,37.3498,0.6172,0.6934,-0.688,0.658,0.043,2.295
9DTact_soft_1mm_r1,31,2026-09-07T20:02:33.804856,0031.png,N1.30,0.04164,0.04562,-1.21734,-0.00102,-0.000711,0.000643,0.02171,0.04082,-1.21803,1.2189,37.9184,362.8079,37.3196,0.6473,0.7235,-0.584,0.838,0.0507,2.295
9DTact_soft_1mm_r1,32,2026-09-07T20:02:35.246807,0032.png,N1.40,0.03777,0.04037,-1.3955,-0.00063,-0.000796,0.000681,0.02223,0.03148,-1.39606,1.39659,37.9187,362.7989,37.258,0.7091,0.7853,-0.571,0.451,0.0396,2.295
9DTact_soft_1mm_r1,33,2026-09-07T20:02:36.289491,0033.png,N1.50,0.04241,0.04162,-1.48239,-0.000722,-0.000922,0.000734,0.02622,0.03349,-1.48297,1.48358,37.9197,362.7991,37.2248,0.7422,0.8184,-0.622,0.487,0.0401,2.295
