sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_soft_3mm_r2,1,2026-09-07T21:33:10.224632,0001.png,N0.10,0.03195,0.02876,-0.03498,-0.000806,-0.000764,0.000448,0.01355,0.04031,-0.03553,0.05542,37.8877,362.8547,39.8814,-0.0,-0.0692,-21.83,23.041,0.7757,2.777
9DTact_soft_3mm_r2,2,2026-09-07T21:33:13.305061,0002.png,N0.20,0.03207,0.03174,-0.15849,-0.000814,-0.000804,0.000359,0.01302,0.04097,-0.15908,0.16479,37.8887,362.8567,39.6435,0.2379,0.1687,-5.072,5.138,0.2738,2.777
9DTact_soft_3mm_r2,3,2026-09-07T21:33:14.750236,0003.png,N0.30,0.03195,0.03424,-0.20833,-0.000906,-0.000799,0.000174,0.01202,0.04228,-0.20895,0.21353,37.8862,362.8605,39.5443,0.337,0.2678,-3.833,4.349,0.2193,2.777
9DTact_soft_3mm_r2,4,2026-09-07T21:33:16.622299,0004.png,N0.40,0.03167,0.03919,-0.32149,-0.000938,-0.000873,0.000167,0.01008,0.04461,-0.32218,0.32541,37.8882,362.8522,39.406,0.4754,0.4062,-2.714,2.916,0.1548,2.777
9DTact_soft_3mm_r2,5,2026-09-07T21:33:18.062208,0005.png,N0.50,0.02999,0.03758,-0.41489,-0.000854,-0.001052,7.5e-05,0.01007,0.04088,-0.41554,0.41767,37.8904,362.8423,39.3033,0.5783,0.5091,-2.535,2.06,0.1151,2.777
9DTact_soft_3mm_r2,6,2026-09-07T21:33:19.065451,0006.png,N0.60,0.02928,0.03697,-0.49251,-0.000827,-0.001008,0.000216,0.01031,0.03876,-0.49314,0.49476,37.8898,362.8426,39.249,0.6325,0.5634,-2.046,1.678,0.0953,2.777
9DTact_soft_3mm_r2,7,2026-09-07T21:33:20.928679,0007.png,N0.70,0.02958,0.04221,-0.64137,-0.000825,-0.001066,0.000246,0.00898,0.04107,-0.64206,0.64343,37.8874,362.8489,39.1361,0.7453,0.6761,-1.662,1.287,0.0801,2.777
9DTact_soft_3mm_r2,8,2026-09-07T21:33:22.408933,0008.png,N0.80,0.02845,0.043,-0.74992,-0.000813,-0.001199,0.000277,0.00836,0.03944,-0.75061,0.75169,37.8893,362.8456,39.0578,0.8237,0.7545,-1.598,1.084,0.0686,2.777
9DTact_soft_3mm_r2,9,2026-09-07T21:33:23.409591,0009.png,N0.90,0.0297,0.04866,-0.81347,-0.000928,-0.00123,0.000178,0.00706,0.04395,-0.81425,0.81547,37.8893,362.8455,39.0053,0.8761,0.807,-1.512,1.141,0.0699,2.777
9DTact_soft_3mm_r2,10,2026-09-07T21:33:24.862986,0010.png,N1.00,0.03217,0.05139,-0.89928,-0.001038,-0.001314,-7.2e-05,0.00842,0.04618,-0.9001,0.90132,37.8887,362.8489,38.9346,0.9468,0.8777,-1.462,1.154,0.0673,2.777
9DTact_soft_3mm_r2,11,2026-09-07T21:33:25.888551,0011.png,N1.10,0.0269,0.0491,-0.99902,-0.000904,-0.001337,0.000197,0.00569,0.03996,-0.99977,1.00059,37.8897,362.8433,38.8792,1.0023,0.9331,-1.338,0.905,0.056,2.777
9DTact_soft_3mm_r2,12,2026-09-07T21:33:27.339200,0012.png,N1.20,0.02793,0.05068,-1.10473,-0.000893,-0.001542,9.2e-05,0.00653,0.04016,-1.10549,1.10624,37.8891,362.8434,38.8179,1.0636,0.9944,-1.396,0.808,0.0523,2.777
9DTact_soft_3mm_r2,13,2026-09-07T21:33:28.382238,0013.png,N1.30,0.02659,0.056,-1.17615,-0.000893,-0.00149,-2.2e-05,0.00321,0.04295,-1.17699,1.17778,37.8882,362.8441,38.7634,1.1181,1.0489,-1.267,0.759,0.0526,2.777
9DTact_soft_3mm_r2,14,2026-09-07T21:33:29.825166,0014.png,N1.40,0.02823,0.05889,-1.32695,-0.000933,-0.001643,9.5e-05,0.00423,0.04386,-1.32782,1.32855,37.8894,362.8448,38.6969,1.1845,1.1153,-1.238,0.703,0.0492,2.777
9DTact_soft_3mm_r2,15,2026-09-07T21:33:31.263669,0015.png,N1.50,0.02628,0.06188,-1.49122,-0.001018,-0.001816,-7e-06,0.00219,0.04284,-1.49212,1.49273,37.8899,362.8422,38.6037,1.2777,1.2086,-1.218,0.683,0.045,2.777
9DTact_soft_3mm_r2,16,2026-09-07T21:33:32.290544,0016.png,N1.60,0.02538,0.06241,-1.63441,-0.000898,-0.001838,0.000246,0.00213,0.04055,-1.6353,1.6358,37.8914,362.8336,38.552,1.3296,1.2604,-1.125,0.55,0.0412,2.777
9DTact_soft_3mm_r2,17,2026-09-07T21:33:33.309614,0017.png,N1.70,0.02549,0.06888,-1.65838,-0.001096,-0.001836,-0.000159,-0.00084,0.04583,-1.65938,1.66001,37.8878,362.8433,38.514,1.3674,1.2982,-1.107,0.661,0.0442,2.777
9DTact_soft_3mm_r2,18,2026-09-07T21:33:34.347114,0018.png,N1.80,0.02685,0.06879,-1.78641,-0.001073,-0.001992,-2.6e-05,0.00128,0.04438,-1.78738,1.78793,37.8905,362.8387,38.4629,1.4186,1.3494,-1.115,0.6,0.0413,2.777
9DTact_soft_3mm_r2,19,2026-09-07T21:33:35.388874,0019.png,N1.90,0.02383,0.06991,-1.85516,-0.001036,-0.00202,-3.2e-05,-0.00143,0.04274,-1.85614,1.85663,37.8901,362.8379,38.4301,1.4514,1.3822,-1.089,0.559,0.0398,2.777
9DTact_soft_3mm_r2,20,2026-09-07T21:33:36.449591,0020.png,N2.00,0.02475,0.06666,-1.97685,-0.00089,-0.002123,8.8e-05,0.00184,0.03843,-1.97775,1.97813,37.8916,362.8293,38.3834,1.4982,1.4291,-1.074,0.45,0.0359,2.777
9DTact_soft_3mm_r2,21,2026-09-07T21:33:50.262135,0021.png,N0.10,0.02716,0.02677,-0.02402,-0.000826,-0.00052,7.2e-05,0.01032,0.03638,-0.02454,0.04507,37.8879,362.8588,39.8019,0.0795,0.0103,-21.664,34.402,0.8461,2.777
