sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_soft_1mm_r2,1,2026-09-07T20:46:59.971783,0001.png,N0.10,-0.02784,-0.02942,-0.16492,-4.5e-05,0.001357,-0.00023,-0.00827,-0.04203,-0.16433,0.16982,37.9194,362.7791,37.7947,-0.0,0.0878,8.23,0.275,0.2385,2.001
9DTact_soft_1mm_r2,2,2026-09-07T20:47:01.400787,0002.png,N0.20,-0.02646,-0.02086,-0.24994,-0.000188,0.001259,-6.1e-05,-0.01077,-0.03529,-0.24948,0.2522,37.917,362.7872,37.7218,0.0727,0.1605,5.039,0.753,0.1336,2.001
9DTact_soft_1mm_r2,3,2026-09-07T20:47:02.856684,0003.png,N0.30,-0.02835,-0.01586,-0.39926,-0.000257,0.001244,0.000151,-0.01387,-0.0343,-0.39887,0.40058,37.9157,362.7866,37.6161,0.1785,0.2662,3.116,0.645,0.0811,2.001
9DTact_soft_1mm_r2,4,2026-09-07T20:47:03.879093,0004.png,N0.40,-0.02817,-0.01792,-0.45101,-0.000284,0.001137,7.7e-05,-0.01232,-0.03682,-0.45057,0.45224,37.9153,362.7888,37.5665,0.2279,0.3157,2.522,0.631,0.0738,2.001
9DTact_soft_1mm_r2,5,2026-09-07T20:47:05.319142,0005.png,N0.50,-0.0299,-0.02018,-0.56969,-0.000171,0.000983,-7.4e-05,-0.01187,-0.04155,-0.5692,0.57083,37.9168,362.7807,37.4802,0.3144,0.4022,1.726,0.301,0.0632,2.001
9DTact_soft_1mm_r2,6,2026-09-07T20:47:06.374223,0006.png,N0.60,-0.0229,-0.00168,-0.66765,-0.000493,0.001138,8.9e-05,-0.01437,-0.02359,-0.66748,0.66805,37.9147,362.8028,37.4385,0.3557,0.4435,1.705,0.739,0.0344,2.001
9DTact_soft_1mm_r2,7,2026-09-07T20:47:07.392252,0007.png,N0.70,-0.02458,-0.01786,-0.75257,-0.000197,0.00085,7.2e-05,-0.00716,-0.03981,-0.7521,0.75318,37.9173,362.7775,37.3865,0.4081,0.4959,1.129,0.261,0.0403,2.001
9DTact_soft_1mm_r2,8,2026-09-07T20:47:08.421926,0008.png,N0.80,-0.02711,-0.01171,-0.83923,-0.00023,0.000957,9.6e-05,-0.01181,-0.03714,-0.83884,0.83975,37.9161,362.7873,37.3464,0.448,0.5358,1.14,0.274,0.0352,2.001
9DTact_soft_1mm_r2,9,2026-09-07T20:47:09.454736,0009.png,N0.90,-0.02518,-0.00964,-0.9314,-0.0001,0.00085,-5.3e-05,-0.01054,-0.03585,-0.93104,0.93179,37.9172,362.7783,37.2933,0.5013,0.5891,0.912,0.107,0.0289,2.001
9DTact_soft_1mm_r2,10,2026-09-07T20:47:10.899664,0010.png,N1.00,-0.02215,-0.00483,-1.04693,-0.000333,0.00069,-0.000236,-0.00952,-0.03202,-1.04664,1.04717,37.9166,362.7847,37.2347,0.5598,0.6476,0.659,0.318,0.0217,2.001
9DTact_soft_1mm_r2,11,2026-09-07T20:47:11.918287,0011.png,N1.10,-0.02286,-0.00145,-1.19966,-0.000212,0.000694,4e-05,-0.01076,-0.03189,-1.19941,1.19988,37.9153,362.7845,37.1786,0.6158,0.7036,0.579,0.176,0.0191,2.001
9DTact_soft_1mm_r2,12,2026-09-07T20:47:12.980166,0012.png,N1.20,-0.02262,-0.00087,-1.26923,-0.000235,0.000683,4.6e-05,-0.01036,-0.03239,-1.26898,1.26943,37.9156,362.7799,37.1532,0.6413,0.7291,0.538,0.185,0.0178,2.001
9DTact_soft_1mm_r2,13,2026-09-07T20:47:14.017231,0013.png,N1.30,-0.02596,-0.00288,-1.35734,-6e-05,0.000665,-2.4e-05,-0.01164,-0.03721,-1.35703,1.35759,37.9171,362.782,37.1234,0.6711,0.7589,0.49,0.044,0.0192,2.001
9DTact_soft_1mm_r2,14,2026-09-07T20:47:15.017724,0014.png,N1.40,-0.03092,-0.0004,-1.44827,-4.2e-05,0.000591,0.000264,-0.01655,-0.039,-1.44798,1.4486,37.9184,362.7746,37.0908,0.7038,0.7916,0.408,0.029,0.0213,2.001
9DTact_soft_1mm_r2,15,2026-09-07T20:47:16.900532,0015.png,N1.50,-0.01921,0.02926,-1.61982,-0.000683,0.000786,0.000223,-0.02003,-0.01021,-1.62004,1.6202,37.9134,362.8029,37.0335,0.7606,0.8484,0.486,0.421,0.0216,2.001
9DTact_soft_1mm_r2,16,2026-09-07T20:47:17.919305,0016.png,N1.60,-0.02933,0.00118,-1.71721,3.2e-05,0.000398,0.0001,-0.01409,-0.04114,-1.71691,1.71746,37.9191,362.7704,36.9864,0.8083,0.8961,0.232,-0.019,0.0171,2.001
9DTact_soft_1mm_r2,17,2026-09-07T20:47:19.376719,0017.png,N1.70,-0.02638,0.01261,-1.81657,-0.000231,0.000408,0.000158,-0.01655,-0.03136,-1.81646,1.81681,37.9151,362.7825,36.9627,0.8318,0.9196,0.225,0.127,0.0161,2.001
