sensor,width_px,height_px,split,seed,fx_mae,fy_mae,fz_mae,fz_rmse,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,norm,rep,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds,hardness,thickness_mm,suspect_hardware
hard_1mm_r1,640,360,cycle,1,0.0196630749851465,0.0565283931791782,0.1334421038627624,0.1599362939596176,0.4310285151004791,0.91275554895401,0.0372974164783954,0.1646454185247421,0.932685613632202,0.053285364061594,0.1390177607536316,61,70,none,1,735,134,131,2.8247201442718506,0.0007825146312825,0.0004834016435779,0.0001410049735568,30,30,19,0.2234043873897215,0.2430358976125717,64,44,1,30.4,hard,1,False
hard_1mm_r1,640,360,cycle,2,0.0207746140658855,0.0370319783687591,0.1438681185245514,0.1741397976875305,0.4310285151004791,0.8965715765953064,0.0321905612945556,0.1646454185247421,0.9443320035934448,0.0493709370493888,0.1125522628426551,61,70,none,1,735,134,131,2.8247201442718506,0.0009430828504264,0.0005857617943547,0.0001483934756834,30,30,16,0.2696420390589708,0.2494839447647777,64,44,1,30.3,hard,1,False
hard_1mm_r1,426,240,cycle,0,0.0216881055384874,0.0344022326171398,0.1748989075422287,0.1979226917028427,0.4310285151004791,0.8663912415504456,0.0348923653364181,0.1646454185247421,0.9510440826416016,0.0298792347311973,0.1422967165708542,61,70,none,1,735,134,131,2.8247201442718506,0.0007190548931248,0.0008080298430286,0.000163501521456,30,30,29,0.2028610086765419,0.2770689699187207,64,64,1,15.4,hard,1,False
hard_1mm_r1,426,240,cycle,1,0.0211437065154314,0.0251782853156328,0.1433134227991104,0.1673374027013778,0.4310285151004791,0.9044941663742064,0.0237329844385385,0.1646454185247421,0.9696601629257202,0.0341739505529403,0.131394624710083,61,70,none,1,735,134,131,2.8247201442718506,0.0009118866873905,0.000400894525228,0.0001492533338023,30,30,29,0.1419032739133251,0.2471800250793571,64,64,1,13.9,hard,1,False
hard_1mm_r1,426,240,cycle,2,0.0281475353986024,0.029497317969799,0.0875358507037162,0.1098916605114936,0.4310285151004791,0.9588117599487304,0.0336763225495815,0.1646454185247421,0.9492772817611694,0.0412179715931415,0.0819129645824432,61,70,none,1,735,134,131,2.8247201442718506,0.0007495456375181,0.0004288902564439,0.0001346752542303,30,30,24,0.1953704665307285,0.2451990184499256,64,64,1,14.0,hard,1,False
hard_1mm_r1,320,180,cycle,0,0.022743921726942,0.0215702131390571,0.1007308885455131,0.1235431507229805,0.4310285151004791,0.9479427337646484,0.0248674415051937,0.1646454185247421,0.9718588590621948,0.0291422680020332,0.0832456797361373,61,70,none,1,735,134,131,2.8247201442718506,0.0006089665112085,0.0004061150248162,0.0001613164058653,30,30,29,0.23959778376988,0.255581914488949,64,64,1,9.4,hard,1,False
hard_1mm_r1,320,180,cycle,1,0.0304108448326587,0.0435387901961803,0.087947778403759,0.1133305579423904,0.4310285151004791,0.9561935663223268,0.0464774072170257,0.1646454185247421,0.9244601726531982,0.038308884948492,0.0733145326375961,61,70,none,1,735,134,131,2.8247201442718506,0.0008201218442991,0.0004763224278576,0.0001418122119503,30,30,29,0.1556598812544427,0.2682256894325142,64,64,1,8.2,hard,1,False
hard_1mm_r1,320,180,cycle,2,0.0193068999797105,0.022576855495572,0.0828765407204628,0.106785848736763,0.4310285151004791,0.9611070156097412,0.0236613806337118,0.1646454185247421,0.973900556564331,0.0292028523981571,0.0663299933075904,61,70,none,1,735,134,131,2.8247201442718506,0.0005417906213551,0.0007527468260377,0.000158228285727,30,30,30,0.1363828672032778,0.2414683343759223,64,64,1,8.2,hard,1,False
hard_1mm_r1,160,90,cycle,0,0.0217269752174615,0.0207277815788984,0.0825388953089714,0.1075397729873657,0.4310285151004791,0.960555911064148,0.0208888705819845,0.1646454185247421,0.9788311719894408,0.0251035317778587,0.0683875605463981,61,70,none,1,735,134,131,2.8247201442718506,0.0005402019596658,0.0003890031366609,0.000175418172148,30,30,29,0.2247932563833639,0.2375386428477159,64,64,1,3.9,hard,1,False
hard_1mm_r1,160,90,cycle,1,0.0227821208536624,0.0276654101908206,0.1048342734575271,0.1361745446920395,0.4310285151004791,0.9367536306381226,0.0300831384956836,0.1646454185247421,0.963183045387268,0.0292241536080837,0.0733009800314903,61,70,none,1,735,134,131,2.8247201442718506,0.0007202312117442,0.0004893385339528,0.0001705179311102,30,30,27,0.1570693152291434,0.2499587117736019,64,64,1,3.0,hard,1,False
hard_1mm_r1,160,90,cycle,2,0.0172769073396921,0.027254618704319,0.2038433849811554,0.2250207066535949,0.4310285151004791,0.8273014426231384,0.0258790776133537,0.1646454185247421,0.9677509069442748,0.0322088152170181,0.1725822240114212,61,70,none,1,735,134,131,2.8247201442718506,0.0007677977555431,0.0003953023115172,0.0001582132244948,30,30,30,0.1559136994031011,0.2554054269150121,64,64,1,3.0,hard,1,False
hard_1mm_r1,80,45,cycle,0,0.031974758952856,0.0189121104776859,0.0932724699378013,0.1135290786623954,0.4310285151004791,0.9560399651527404,0.0276524275541305,0.1646454185247421,0.9681838154792786,0.0300846491008996,0.0747025385499,61,70,none,1,735,134,131,2.8247201442718506,0.0005949538317508,0.0007420930196531,0.0001571115863043,30,30,30,0.2699134995337246,0.2665299497433562,64,64,1,3.1,hard,1,False
hard_1mm_r1,80,45,cycle,1,0.023545017465949,0.0376047566533088,0.1078380942344665,0.1408830881118774,0.4310285151004791,0.9323042631149292,0.0297055430710315,0.1646454185247421,0.9607674479484558,0.0366004779934883,0.093146376311779,61,70,none,1,735,134,131,2.8247201442718506,0.0005387952551245,0.0004178204108029,0.0001424841757398,30,30,30,0.2228651423032591,0.2560144751819212,64,64,1,2.1,hard,1,False
hard_1mm_r1,80,45,cycle,2,0.0243377704173326,0.0198032800108194,0.1095858216285705,0.1640560925006866,0.4310285151004791,0.9082030057907104,0.0246240310370922,0.1646454185247421,0.9634015560150146,0.0408599935472011,0.0674662142992019,61,70,none,1,735,134,131,2.8247201442718506,0.000422147772042,0.0005552933434955,0.000143375917105,30,30,30,0.2293907515856684,0.2326124568483722,64,64,1,2.2,hard,1,False
hard_1mm_r1,48,27,cycle,0,0.0224711671471595,0.024391945451498,0.1175327897071838,0.1630445122718811,0.4310285151004791,0.9093315601348876,0.025924015790224,0.1646454185247421,0.9662027359008788,0.0399034135043621,0.0696639791131019,61,70,none,1,735,134,131,2.8247201442718506,0.0006559155881404,0.0006666891276836,0.0001421296183252,30,30,30,0.2433221103382759,0.2885267627773,64,64,1,2.9,hard,1,False
hard_1mm_r1,48,27,cycle,1,0.0198145695030689,0.0282823983579874,0.0972754657268524,0.1241398602724075,0.4310285151004791,0.947438657283783,0.0246296506375074,0.1646454185247421,0.966331422328949,0.0376479737460613,0.0666063800454139,61,70,none,1,735,134,131,2.8247201442718506,0.0006111207185313,0.0004489347047638,0.0001424060174031,30,30,29,0.223017558921762,0.2175719150856359,64,64,1,2.0,hard,1,False
hard_1mm_r1,48,27,cycle,2,0.0279567055404186,0.0260872468352317,0.1444345116615295,0.1828233450651168,0.4310285151004791,0.8859994411468506,0.0267695970833301,0.1646454185247421,0.9560848474502563,0.0468955114483833,0.0897110700607299,61,70,none,1,735,134,131,2.8247201442718506,0.0007045839447528,0.0004349444061517,0.000144323479617,30,30,20,0.2668630080969155,0.271352796412226,64,64,1,2.0,hard,1,False
hard_1mm_r1,32,18,cycle,0,0.0273711010813713,0.0401489101350307,0.1236469596624374,0.1749434322118759,0.4310285151004791,0.895614743232727,0.0436350330710411,0.1646454185247421,0.9136446118354796,0.0556266382336616,0.0777737721800804,61,70,none,1,735,134,131,2.8247201442718506,0.0013847165973857,0.0008280984475277,0.0001368787052342,30,30,14,0.3694848118996133,0.2936125833596756,64,64,1,3.3,hard,1,False
hard_1mm_r1,32,18,cycle,1,0.020626438781619,0.0303830206394195,0.0954317301511764,0.1249802708625793,0.4310285151004791,0.9467245936393738,0.0256618410348892,0.1646454185247421,0.95876544713974,0.0347220711410045,0.0665767863392829,61,70,none,1,735,134,131,2.8247201442718506,0.0006881739245727,0.0005358377820812,0.0001434346340829,30,30,30,0.2563773356327394,0.240720286298154,64,64,1,2.4,hard,1,False
hard_1mm_r1,32,18,cycle,2,0.0230012126266956,0.0244166478514671,0.1168259233236312,0.1472816467285156,0.4310285151004791,0.9260154366493224,0.0283257886767387,0.1646454185247421,0.9607621431350708,0.038162276148796,0.0769341439008712,61,70,none,1,735,134,131,2.8247201442718506,0.0008580517605878,0.0004291724180802,0.0001441125932615,30,30,27,0.2918473639455782,0.2387726253537989,64,64,1,2.4,hard,1,False
hard_1mm_r1,16,9,cycle,0,0.0358013585209846,0.0386772491037845,0.1406060010194778,0.1847478747367859,0.4310285151004791,0.8835866451263428,0.0393005833029747,0.1646454185247421,0.901919722557068,0.0678310245275497,0.1189748048782348,61,70,none,1,735,134,131,2.8247201442718506,0.0007115362095646,0.0008279422763735,0.0001459761842852,30,30,29,0.3141706129320625,0.3780922462691122,64,64,1,3.8,hard,1,False
hard_1mm_r1,16,9,cycle,1,0.0283025950193405,0.029621073976159,0.10597924888134,0.144856721162796,0.4310285151004791,0.9284316301345824,0.0294000245630741,0.1646454185247421,0.9553291201591492,0.0444055274128913,0.0710548534989357,61,70,none,1,735,134,131,2.8247201442718506,0.0008504630532115,0.0006499758455902,0.0001392180420225,30,30,29,0.3114318315674658,0.2411862522808473,64,64,1,2.3,hard,1,False
hard_1mm_r1,16,9,cycle,2,0.0201714653521776,0.027909941971302,0.0933742672204971,0.1207752674818039,0.4310285151004791,0.9502492547035216,0.0272853206843137,0.1646454185247421,0.9544867277145386,0.045298121869564,0.0790848433971405,61,70,none,1,735,134,131,2.8247201442718506,0.0010471602436155,0.0005409694858826,0.0001492525479989,30,30,29,0.3091283383012629,0.2616155788080016,64,64,1,2.3,hard,1,False
hard_1mm_r1,8,5,cycle,0,0.0346527695655822,0.030553450807929,0.1531037837266922,0.1923485845327377,0.4310285151004791,0.8738109469413757,0.0406855382025241,0.1646454185247421,0.9240586757659912,0.0489168278872966,0.1204456090927124,61,70,none,1,735,134,131,2.8247201442718506,0.0008298970060423,0.0008524445584043,0.0001346735516563,30,30,30,0.2971733975572651,0.3233073380456042,64,64,1,3.9,hard,1,False
hard_1mm_r1,8,5,cycle,1,0.0288793556392192,0.043230090290308,0.1586792320013046,0.2081013619899749,0.4310285151004791,0.8522955179214478,0.0420853272080421,0.1646454185247421,0.9066311120986938,0.0622956007719039,0.116053007543087,61,70,none,1,735,134,131,2.8247201442718506,0.0010687970789149,0.0007480776403099,0.0001425071677658,30,30,29,0.3147096685811776,0.3107792192430638,64,64,1,2.3,hard,1,False
hard_1mm_r1,8,5,cycle,2,0.0293622408062219,0.0358813144266605,0.1343920826911926,0.1881482899188995,0.4310285151004791,0.8792619109153748,0.0371109619736671,0.1646454185247421,0.922077178955078,0.0572527423501014,0.0835099965333938,61,70,none,1,735,134,131,2.8247201442718506,0.000886425434146,0.0005803277017548,0.0001537115895189,30,30,29,0.2738854557478509,0.3049060978106598,64,64,1,2.3,hard,1,False
hard_2mm_r1,1920,1080,cycle,0,0.0246444288641214,0.0205270648002624,0.0867915078997612,0.1072071120142936,0.4006738662719726,0.9393925070762634,0.0205255355685949,0.1413746774196624,0.9742106795310974,0.0301441438496112,0.0914436727762222,50,80,none,1,692,178,130,1.9554100036621092,0.0006571084377355,0.0005140924477018,0.000142797420267,30,30,14,0.2008536562668105,0.2444879618588458,64,4,16,256.9,hard,2,False
hard_2mm_r1,1920,1080,cycle,1,0.0314598716795444,0.0178976617753505,0.0775740519165992,0.0950844511389732,0.4006738662719726,0.9523242115974426,0.023953691124916,0.1413746774196624,0.9626821279525756,0.0389141179621219,0.0725940316915512,50,80,none,1,692,178,130,1.9554100036621092,0.0008438549702987,0.0006534198182635,0.0001561372046126,30,30,18,0.2186316841341167,0.2792601752816961,64,4,16,258.2,hard,2,False
hard_2mm_r1,1920,1080,cycle,2,0.0261653587222099,0.0296835992485284,0.0998920872807502,0.1242387518286705,0.4006738662719726,0.9186058640480042,0.0283765271306037,0.1413746774196624,0.9512593150138856,0.040971003472805,0.0858582109212875,50,80,none,1,692,178,130,1.9554100036621092,0.0005566409090533,0.0005086696473881,0.0001531797315692,30,30,24,0.1780210659769229,0.2806509170639381,64,4,16,257.6,hard,2,False
hard_2mm_r1,1280,720,cycle,0,0.0453806295990943,0.0770882293581962,0.079024352133274,0.1002837717533111,0.4006738662719726,0.9469677209854126,0.076449453830719,0.1413746774196624,0.7475396394729614,0.0557071976363658,0.0800951570272445,50,80,none,1,692,178,130,1.9554100036621092,0.000841321714688,0.0009199077030643,0.000161178788403,30,30,10,0.2929220812858185,0.2899165434783764,64,11,6,114.0,hard,2,False
hard_2mm_r1,1280,720,cycle,1,0.0535152629017829,0.0366568230092525,0.1056233569979667,0.1272460669279098,0.4006738662719726,0.9146177172660828,0.0398732870817184,0.1413746774196624,0.9090081453323364,0.0514299757778644,0.1167265623807907,50,80,none,1,692,178,130,1.9554100036621092,0.0005256943404674,0.0007533251191489,0.0002153790119336,30,30,14,0.2269541617762835,0.2779961236742105,64,11,6,113.6,hard,2,False
hard_2mm_r1,1280,720,cycle,2,0.0314935483038425,0.089884914457798,0.1043450683355331,0.1316091418266296,0.4006738662719726,0.9086620807647704,0.0522542558610439,0.1413746774196624,0.8539584279060364,0.0625685527920723,0.0938112586736679,50,80,none,1,692,178,130,1.9554100036621092,0.0011738738976418,0.0006774475332349,0.00014383578673,30,30,18,0.2149819301042942,0.3066055937094635,64,11,6,113.1,hard,2,False
hard_2mm_r1,854,480,cycle,0,0.0328756682574749,0.0697967261075973,0.0737254694104194,0.0944910198450088,0.4006738662719726,0.952917456626892,0.0560290105640888,0.1413746774196624,0.8394768238067627,0.0482314154505729,0.0744739547371864,50,80,none,1,692,178,130,1.9554100036621092,0.0009766502771526,0.0007534146425314,0.0001509479188825,30,30,11,0.2948116229448704,0.2774040725793731,64,24,3,52.9,hard,2,False
hard_2mm_r1,854,480,cycle,1,0.0293278358876705,0.0239203423261642,0.0791890695691108,0.1016853898763656,0.4006738662719726,0.9454749226570128,0.028621794655919,0.1413746774196624,0.943602740764618,0.0455352403223514,0.0620641410350799,50,80,none,1,692,178,130,1.9554100036621092,0.0005870038876309,0.0006577788735739,0.0001644849398871,30,30,30,0.1599793465151263,0.2927118325501345,64,24,3,52.0,hard,2,False
hard_2mm_r1,854,480,cycle,2,0.0316618829965591,0.033135250210762,0.1499109268188476,0.1751811206340789,0.4006738662719726,0.8381720185279846,0.0431574024260044,0.1413746774196624,0.902615487575531,0.0507116466760635,0.1482208967208862,50,80,none,1,692,178,130,1.9554100036621092,0.0005930277984589,0.0006948530790396,0.0001442138745915,30,30,25,0.1600516493609874,0.2848213924450821,64,24,3,51.8,hard,2,False
hard_2mm_r1,640,360,cycle,0,0.0357405170798301,0.0337438732385635,0.0861123204231262,0.1089239940047264,0.4006738662719726,0.937435746192932,0.0394566468894481,0.1413746774196624,0.9087782502174376,0.0555072650313377,0.0833592340350151,50,80,none,1,692,178,130,1.9554100036621092,0.000596206751652,0.0010507818078622,0.0001563912665005,30,30,28,0.1484461347491755,0.2975351890821135,64,44,1,29.7,hard,2,False
hard_2mm_r1,640,360,cycle,1,0.0277273673564195,0.0458554476499557,0.1745890229940414,0.1953842341899871,0.4006738662719726,0.7986933588981628,0.0402578823268413,0.1413746774196624,0.9086142778396606,0.0459386631846427,0.1824557483196258,50,80,none,1,692,178,130,1.9554100036621092,0.0007465274538844,0.0009180926717817,0.0001417905004927,30,30,17,0.1996698965226983,0.3014606719606378,64,44,1,29.2,hard,2,False
hard_2mm_r1,640,360,cycle,2,0.0357958935201168,0.0832875967025756,0.0841225236654281,0.1064006462693214,0.4006738662719726,0.9403009414672852,0.0769748240709304,0.1413746774196624,0.7408378720283508,0.0615885071456432,0.0752885341644287,50,80,none,1,692,178,130,1.9554100036621092,0.0007621783879585,0.0009243979584425,0.0001466799731133,30,30,28,0.1502710236290286,0.3287367264876205,64,44,1,29.2,hard,2,False
hard_2mm_r1,426,240,cycle,0,0.0338226072490215,0.0290246102958917,0.089546300470829,0.1137136816978454,0.4006738662719726,0.9318125247955322,0.0323766618967056,0.1413746774196624,0.9282782673835754,0.0485575571656227,0.0905427783727645,50,80,none,1,692,178,130,1.9554100036621092,0.0008703381754457,0.0008015057537704,0.0001462890504626,30,30,19,0.1643533086501105,0.2559412088287011,64,64,1,14.8,hard,2,False
hard_2mm_r1,426,240,cycle,1,0.0300838816910982,0.0239187944680452,0.1013563871383667,0.1228274405002594,0.4006738662719726,0.9204445481300354,0.0301814060658216,0.1413746774196624,0.9354153871536256,0.0436002537608146,0.0835543349385261,50,80,none,1,692,178,130,1.9554100036621092,0.0005889401072636,0.0007293405360542,0.0001433215511497,30,30,27,0.1327213365907614,0.2497211306282643,64,64,1,13.3,hard,2,False
hard_2mm_r1,426,240,cycle,2,0.0296593308448791,0.0596982426941394,0.0906570926308631,0.11192137748003,0.4006738662719726,0.9339450597763062,0.0582692176103591,0.1413746774196624,0.833796501159668,0.042404118925333,0.0988067388534545,50,80,none,1,692,178,130,1.9554100036621092,0.0012816094094887,0.0007646616431884,0.000157582850079,30,30,14,0.213631454919804,0.3104752958490607,64,64,1,13.4,hard,2,False
hard_2mm_r1,320,180,cycle,0,0.0432217232882976,0.0232593473047018,0.0731641501188278,0.0945545583963394,0.4006738662719726,0.9528540968894958,0.038185179233551,0.1413746774196624,0.910271406173706,0.0523383617401123,0.0755069404840469,50,80,none,1,692,178,130,1.9554100036621092,0.0005868541193194,0.0011924066348001,0.0001536506024422,30,30,27,0.1451178864936608,0.3166284561157226,64,64,1,9.0,hard,2,False
hard_2mm_r1,320,180,cycle,1,0.0300217177718877,0.0296617448329925,0.0791659206151962,0.0991118475794792,0.4006738662719726,0.9481999278068542,0.0298125091940164,0.1413746774196624,0.9471667408943176,0.0407665148377418,0.079666830599308,50,80,none,1,692,178,130,1.9554100036621092,0.0009081530151888,0.0007964922697283,0.0001475280150771,30,30,21,0.2156235523995636,0.2934065615193227,64,64,1,7.8,hard,2,False
hard_2mm_r1,320,180,cycle,2,0.0464115366339683,0.0474938638508319,0.157780110836029,0.1811095625162124,0.4006738662719726,0.8270335793495178,0.0414745025336742,0.1413746774196624,0.8905512094497681,0.064424991607666,0.1589683592319488,50,80,none,1,692,178,130,1.9554100036621092,0.000905281107407,0.0008519106195308,0.0001554963528178,30,30,17,0.2280208926669435,0.2940332005532939,64,64,1,7.8,hard,2,False
hard_2mm_r1,160,90,cycle,0,0.0407383479177951,0.0304303541779518,0.0780599787831306,0.1006001755595207,0.4006738662719726,0.9466325640678406,0.0307151712477207,0.1413746774196624,0.9451072216033936,0.0312467869371175,0.0696381479501724,50,80,none,1,692,178,130,1.9554100036621092,0.0008310026023536,0.0006707632564939,0.0001566641003591,30,30,24,0.2249425628970813,0.2694241330864724,64,64,1,3.7,hard,2,False
hard_2mm_r1,160,90,cycle,1,0.029752217233181,0.024178422987461,0.0750348046422004,0.0950835794210434,0.4006738662719726,0.9523250460624696,0.0259673185646533,0.1413746774196624,0.9557192921638488,0.0332305915653705,0.0713341608643531,50,80,none,1,692,178,130,1.9554100036621092,0.000570515403524,0.0008640685700811,0.0001501579681644,30,30,28,0.1767337721896309,0.272289801179693,64,64,1,2.8,hard,2,False
hard_2mm_r1,160,90,cycle,2,0.0413615629076957,0.021290935575962,0.0744611695408821,0.0962232425808906,0.4006738662719726,0.9511753916740416,0.0395986251533031,0.1413746774196624,0.9202746152877808,0.0500792227685451,0.0723522081971168,50,80,none,1,692,178,130,1.9554100036621092,0.0008726394735276,0.0006091408431529,0.0001402157358825,30,30,6,0.3202729831541204,0.2900137204802438,64,64,1,2.7,hard,2,False
hard_2mm_r1,80,45,cycle,0,0.0246262326836586,0.0510528981685638,0.110497198998928,0.1301392316818237,0.4006738662719726,0.91069096326828,0.0335809588432312,0.1413746774196624,0.9377434253692628,0.0328045114874839,0.1085014566779136,50,80,none,1,692,178,130,1.9554100036621092,0.0010224037105217,0.0005592144443653,0.0001532307214802,30,30,20,0.2814061062873443,0.3191896502891283,64,64,1,2.9,hard,2,False
hard_2mm_r1,80,45,cycle,1,0.0453894510865211,0.0211077015846967,0.0719996243715286,0.0907608419656753,0.4006738662719726,0.9565613865852356,0.0422532111406326,0.1413746774196624,0.8803390860557556,0.0628731623291969,0.0733578354120254,50,80,none,1,692,178,130,1.9554100036621092,0.0005985398893244,0.0011738813482224,0.0001696929975878,30,30,29,0.2464694397986968,0.3178941212343366,64,64,1,1.9,hard,2,False
hard_2mm_r1,80,45,cycle,2,0.0254260525107383,0.0262997765094041,0.064321756362915,0.0852006152272224,0.4006738662719726,0.961720645427704,0.0285992268472909,0.1413746774196624,0.943328022956848,0.0465392731130123,0.0581352710723876,50,80,none,1,692,178,130,1.9554100036621092,0.0007206437294371,0.0006530079990625,0.0001751781237544,30,30,30,0.237985591667925,0.3014254409275698,64,64,1,1.9,hard,2,False
hard_2mm_r1,48,27,cycle,0,0.0333463586866855,0.0246713142842054,0.0841694399714469,0.105923518538475,0.4006738662719726,0.9408351182937622,0.0354581773281097,0.1413746774196624,0.8872818350791931,0.0610762387514114,0.0844903141260147,50,80,none,1,692,178,130,1.9554100036621092,0.0006299968808889,0.000744096469134,0.0001758891157805,30,30,30,0.2825225254014737,0.3266947885577598,64,64,1,2.7,hard,2,False
hard_2mm_r1,48,27,cycle,1,0.0388671457767486,0.0298570673912763,0.0652116015553474,0.0842694118618965,0.4006738662719726,0.962552845478058,0.0488207302987575,0.1413746774196624,0.7733513712882996,0.0830244645476341,0.0609625205397605,50,80,none,1,692,178,130,1.9554100036621092,0.0005219968734309,0.0009706188575364,0.0001850724365795,30,30,24,0.2527970289219322,0.3656982250427932,64,64,1,1.8,hard,2,False
hard_2mm_r1,48,27,cycle,2,0.0330712758004665,0.0250130854547023,0.0953369960188865,0.1175817847251892,0.4006738662719726,0.9270946979522704,0.0401069335639476,0.1413746774196624,0.8722795248031616,0.0694698020815849,0.0880115777254104,50,80,none,1,692,178,130,1.9554100036621092,0.000594905228354,0.0007982569513842,0.0001761299936333,30,30,28,0.2432351057240039,0.3161607270830133,64,64,1,1.8,hard,2,False
hard_2mm_r1,32,18,cycle,0,0.061988428235054,0.0366233177483081,0.0836093574762344,0.1083087176084518,0.4006738662719726,0.9381405711174012,0.0594629794359207,0.1413746774196624,0.5655555725097656,0.1172441318631172,0.0699435770511627,50,80,none,1,692,178,130,1.9554100036621092,0.0008742004283703,0.0016692915232852,0.0001825795770855,30,30,28,0.2755540988348812,0.3506739434231533,64,64,1,3.2,hard,2,False
hard_2mm_r1,32,18,cycle,1,0.0387927629053592,0.0375560522079467,0.1045964658260345,0.1293544024229049,0.4006738662719726,0.9117648601531982,0.0484267100691795,0.1413746774196624,0.8236703276634216,0.0752599909901619,0.0985249727964401,50,80,none,1,692,178,130,1.9554100036621092,0.0006868382915854,0.0010388913797214,0.0001865482336143,30,30,23,0.3204807435846053,0.3544466361570894,64,64,1,2.2,hard,2,False
